idbarrio#,namebarrio,id_barrio,No lee %,Asiste a Educación 5-21 años,Asiste a Educación superior,Desempleo,Estrato,barrio,Pertenenci,Cluster,cluster
1775,Lili,1775,0.013874364,0.81838101,0.578714355,0.147135127,4,Lili,0.098936205,1,0
1778,Santa Anita - La Selva,1778,0.010705183,0.659874608,0.603228547,0.140397586,5,Santa Anita - La Selva,0.053331145,1,0
1780,El Ingenio,1780,0.010382005,0.823943662,0.619858911,0.138007482,5,El Ingenio,0.056332606,1,0
1781,Mayapan - Las Vegas,1781,0.011052072,0.741484716,0.615727949,0.137037857,5,Mayapan - Las Vegas,0.05107084,1,0
1782,Las Quintas de Don Simon,1782,0.007070707,0.507399577,0.626767677,0.109887228,5,Las Quintas de Don Simón,0.037426614,1,0
1783,Ciudad Capri,1783,0.010054138,0.657425743,0.586620263,0.139334403,5,Ciudad Capri,0.063661972,1,0
1784,La Hacienda,1784,0.012092534,0.795809524,0.595478444,0.118387348,5,La Hacienda,0.069872503,1,0
1785,Los Portales - Nuevo Rey,1785,0.011093502,0.398148148,0.580559958,0.122584208,5,Los Portales - Nuevo Rey,0.024873096,1,3
1786,Cañaverales - Los Samanes,1786,0.015065318,0.744749596,0.473662031,0.173119469,3,Cañaverales - Los Samanes,0.089150035,1,0
1787,El Limonar,1787,0.010812547,0.78447564,0.552082218,0.138008541,3,El Limonar,0.067517497,1,0
1788,Bosques del Limonar,1788,0.009687034,0.497089639,0.591902633,0.114211886,4,Bosques del Limonar,0.03562831,1,0
1789,El Gran Limonar - Cataya,1789,0.010061242,0.552311436,0.544619423,0.135478024,5,El Gran Limonar - Cataya,0.048490004,1,0
1790,El Gran Limonar,1790,0.007189073,0.451851852,0.561466571,0.119557196,5,El Gran Limonar,0.052486188,1,3
1791,Unicentro Cali,1791,0.006146754,0.847750865,0.625048022,0.139451728,5,Unicentro Cali,0.024535316,1,0
1793,Ciudadela Pasoancho,1793,0.007792208,0.742857143,0.584415584,0.11627907,5,Ciudadela Pasoancho,0.067817509,1,0
1794,Prados del Limonar,1794,0.014109347,0.864615385,0.578042328,0.13411215,4,Prados del Limonar,0.107731305,1,0
1796,Urbanizacion San Joaquin,1796,0.009086779,0.831775701,0.612448887,0.117087101,5,Urbanización San Joaquin,0.049339207,1,0
1801,Buenos Aires,1801,0.027565084,0.76203966,0.369831547,0.180600649,3,Buenos Aires,0.108943688,2,1
1802,Caldas,1802,0.012873563,0.674044266,0.429425287,0.177681992,3,Caldas,0.058087578,1,1
1803,Los Chorros,1803,0.021878335,0.646853147,0.472785486,0.150168729,3,Los Chorros,0.095165394,1,0
1804,Melendez,1804,0.023053666,0.791348601,0.434618292,0.171474359,3,Meléndez,0.057454545,1,0
1805,Los Farallones,1805,0.024925224,0.535211268,0.32003988,0.177083333,3,Los Farallones,0.145992366,2,1
1807,Francisco Eladio Ramirez,1807,0.016379789,0.718134715,0.388395336,0.194656489,3,Francisco Eladio Ramírez,0.123544974,2,1
1808,Prados del Sur,1808,0.033616419,0.606461087,0.142250531,0.22289844,2,Prados del Sur,0.132778702,2,4
1809,Horizontes,1809,0.015,0.858472998,0.439444444,0.180857311,3,Horizontes,0.063492063,1,0
1810,Mario Correa Rengifo,1810,0.041514447,0.454212454,0.102955829,0.215806568,2,Mario Correa Rengifo,0.126677067,0,4
1811,Lourdes,1811,0.031292059,0.547094188,0.192126514,0.185012549,2,Lourdes,0.105729661,2,4
1812,Colinas del Sur,1812,0.01212938,0.766816143,0.314016173,0.23495702,3,Colinas del Sur,0.120822622,2,1
1813,Alferez Real,1813,0.013548847,0.81003861,0.484193012,0.157828914,3,Alférez Real,0.122723133,1,0
1814,Napoles,1814,0.01198466,0.759717314,0.433365292,0.197506234,3,Nápoles,0.087117702,1,0
1815,El Jordan,1815,0.033736153,0.638495359,0.202081235,0.247754222,2,El Jordán,0.084654407,2,4
1816,Cuarteles de Napoles,1816,0.030063291,0.789336801,0.264240506,0.215197216,2,Cuarteles de Nápoles,0.075232047,2,1
1890,Sector Alto de los Chorros,1890,0.052543713,0.447932453,0.115016255,0.229114892,1,Sector Alto de los Chorros,0.089836439,0,4
1891,Polvorines,1891,0.040881001,0.611704231,0.224370147,0.213592233,2,Polvorines,0.134515891,2,4
1896,Sector Melendez,1896,0.018570852,0.822516556,0.370609608,0.192406143,3,Sector Meléndez,0.121223857,1,1
1897,Sector Alto Jordan,1897,0.044813999,0.542740841,0.098176718,0.2230247,1,Sector Alto Jordán,0.064339152,0,4
1898,Alto Napoles,1898,0.039388272,0.60216895,0.159203433,0.222685075,1,Alto Nápoles,0.074453902,2,4
1901,El Refugio,1901,0.010208305,0.836375079,0.613739826,0.141545963,4,El Refugio,0.058189081,1,0
1902,La Cascada,1902,0.010549451,0.885369532,0.601318681,0.142071494,5,La Cascada,0.084076433,1,0
1903,El Lido,1903,0.013341419,0.840554593,0.570244593,0.144358058,5,El Lido,0.046811001,1,0
1904,Urbanizacion Tequendama,1904,0.010876954,0.769383698,0.557783821,0.153335662,5,Urbanización Tequendama,0.031239614,1,0
1905,Eucaristico,1905,0.013756614,0.771084337,0.537037037,0.165664297,4,Eucaristico,0.112202689,1,0
1906,San Fernando Nuevo,1906,0.009473061,0.565517241,0.548253404,0.125,4,San Fernando Nuevo,0.027665706,1,0
1907,Urbanizacion Nueva Granada,1907,0.00984252,0.574358974,0.521161417,0.163617886,4,Urbanización Nueva Granada,0.04608076,1,0
1908,Santa Isabel,1908,0.013198758,0.831292517,0.648809524,0.104505972,4,Santa Isabel,0.034302759,1,0
1909,Bellavista,1909,0.025865665,0.765441751,0.396954526,0.157372713,2,Bellavista,0.050874092,1,1
1910,San Fernando Viejo,1910,0.011012689,0.803030303,0.623174527,0.144124169,4,San Fernando Viejo,0.036440084,1,0
1911,Miraflores,1911,0.014249525,0.824925816,0.550031666,0.160340314,4,Miraflores,0.040233415,1,0
1912,3 de Julio,1912,0.011026878,0.639484979,0.534114404,0.142958748,4,3 de Julio,0.043184885,1,0
1913,El Cedro,1913,0.008980454,0.552486188,0.496566297,0.151465798,4,El Cedro,0.04,1,0
1914,Champagnat,1914,0.009156627,0.530864198,0.480963855,0.156141223,4,Champagnat,0.049976646,1,1
1915,Urbanizacion Colseguros,1915,0.008118531,0.67753304,0.460117719,0.16454892,4,Urbanización Colseguros,0.026098901,1,0
1916,Los Cambulos,1916,0.011299435,0.782738095,0.563276836,0.153258955,4,Los Cámbulos,0.070453304,1,0
1917,El Mortiñal,1917,0.048636699,0.610993658,0.238025055,0.222398729,2,El Mortiñal,0.037088873,2,4
1918,Urbanizacion Militar,1918,0.003710575,0.897959184,0.486085343,0.119230769,4,Urbanización Militar,0.021978022,1,0
1919,Cuarto de Legua - Guadalupe,1919,0.014211274,0.804511278,0.63524396,0.149878345,5,Cuarto de Legua - Guadalupe,0.024942263,1,0
1921,Nueva Tequendama,1921,0.012525162,0.791715976,0.57436815,0.15432526,5,Nueva Tequendama,0.055361813,1,0
1922,Camino Real - Joaquin Borrero Sinisterra,1922,0.014786795,0.804195804,0.573590096,0.146071429,5,Camino Real - Joaquin Borrero Sinisterra,0.042709376,1,0
1923,Camino Real - Los Fundadores,1923,0.012103506,0.782696177,0.595158598,0.118103448,5,Camino Real - Los Fundadores,0.034174125,1,0
1981,Sector Altos de Santa Isabel,1981,0.024729521,0.802816901,0.564142195,0.099889012,6,Sector Altos de Santa Isabel,0.031026253,1,0
1982,Santa Barbara,1982,0.002915452,0.971428571,0.658892128,0.099697885,5,Santa Bárbara,0.048295455,1,0
1983,Tejares - Cristales,1983,0.012919897,0.882352941,0.636175711,0.100107643,6,Tejares - Cristales,0.03030303,1,0
1985,Unidad Residencial El Coliseo,1985,0.017410229,0.815384615,0.601015597,0.1245688,4,Unidad Residencial El Coliseo,0.038328729,1,0
1988,Cañaveralejo - Seguros Patria,1988,0.011312993,0.742537313,0.618786424,0.155586987,5,Cañaveralejo - Seguros Patria,0.066088117,1,0
1992,Cañaveral,1992,0.016806723,0.824175824,0.652661064,0.117391304,6,Cañaveral,0.036241611,1,0
1994,Pampa Linda,1994,0.013491189,0.872679045,0.622246696,0.135963667,5,Pampa Linda,0.045491036,1,0
1995,Sector Cañaveralejo Guadalupe,1995,0.02153432,0.875607386,0.576043069,0.111352133,5,Sector Cañaveralejo Guadalupe,0.046990666,1,0
2001,El Cortijo,2001,0.042833608,0.792207792,0.187808896,0.190641248,2,El Cortijo,0.084375,2,1
2002,Belisario Caicedo,2002,0.023231978,0.693606755,0.296891015,0.166906475,3,Belisario Caicedo,0.029967427,2,1
2003,Siloe,2003,0.060294224,0.546370553,0.096963548,0.259707984,1,Siloé,0.077752748,0,4
2004,Lleras Camargo,2004,0.071738366,0.522568341,0.074199977,0.261296413,1,Lleras Camargo,0.100813544,0,4
2005,Belen,2005,0.050580833,0.531065089,0.119796709,0.231940144,1,Belén,0.03744544,0,4
2006,Brisas de Mayo,2006,0.064640787,0.544314743,0.097488143,0.236602052,1,Brisas de Mayo,0.115025397,0,4
2007,Tierra Blanca,2007,0.07008761,0.451612903,0.052565707,0.258411844,1,Tierra Blanca,0.062427746,0,4
2008,Pueblo Joven,2008,0.054887611,0.666666667,0.08050183,0.206033011,1,Pueblo Joven,0.109744094,2,4
2098,Venezuela - Urbanizacion Cañaveralejo,2098,0.028354633,0.686320755,0.20686901,0.192570453,1,Venezuela - Urbanización Cañaveralejo,0.046037736,2,1
2099,La Sultana,2099,0.085724798,0.471974005,0.04415011,0.265166734,1,La Sultana,0.049437436,0,4
2101,Pizamos I,2101,0.070295602,0.405714286,0.046863735,0.307293743,1,Pizamos I,0.422498365,0,2
2102,Pizamos II,2102,0.062599229,0.406813627,0.069630302,0.266766767,1,Pizamos II,0.406821963,0,2
2103,Calimio Desepaz,2103,0.03856273,0.583771056,0.148462753,0.226663397,1,Calimio Desepaz,0.2674972,0,2
2104,El Remanso,2104,0.041382923,0.606535058,0.167365113,0.250212284,1,El Remanso,0.300902219,0,2
2105,Los Lideres,2105,0.047258297,0.574074074,0.142496392,0.274387874,1,Los Lideres,0.373663102,0,2
2106,Desepaz Invicali,2106,0.077416268,0.536155203,0.092822967,0.250371313,1,Desepaz Invicali,0.484721128,0,2
2107,Compartir,2107,0.033861589,0.617665225,0.178884962,0.215903556,1,Compartir,0.280808729,0,2
2108,Ciudad Talanga,2108,0.031807824,0.622613803,0.175845044,0.210402616,1,Ciudad Talanga,0.312160356,0,2
2194,Villamercedes I - Villa Luz - Las Garzas,2194,0.067474747,0.405,0.062222222,0.274819495,1,Villamercedes I - Villa Luz - Las Garzas,0.486476473,0,2
2195,Pizamos III - Las Dalias,2195,0.045038168,0.469090909,0.083206107,0.251461988,1,Pizamos III - Las Dalias,0.338194444,0,2
2196,Potrero Grande,2196,0.098165592,0.41643454,0.029846306,0.292020563,1,Potrero Grande,0.578527937,0,2
2197,Ciudadela del Rio - CVC,2197,0.036811201,0.600824257,0.161020777,0.210059531,2,Ciudadela del Rio - CVC,0.202780997,0,4
2198,Valle Grande,2198,0.024754902,0.647128478,0.210416667,0.194580954,2,Valle Grande,0.202639617,2,4
2201,Urbanizacion Ciudad Jardin,2201,0.014332966,0.922204214,0.625799338,0.110648148,6,Urbanización Ciudad Jardín,0.042112014,1,0
2296,Parcelaciones Pance,2296,0.017184265,0.940006122,0.61252588,0.098884101,6,Parcelaciones Pance,0.039455514,1,0
2297,Urbanizacion Rio Lili,2297,0.017212285,0.897862233,0.57036787,0.106169297,6,Urbanización Rio Lili,0.082853487,1,0
2298,Ciudad Campestre,2298,0.011712214,0.917808219,0.619074177,0.113675707,6,Ciudad Campestre,0.033677349,1,0
2299,Club Campestre,2299,0.008086253,0.864864865,0.644204852,0.093663912,6,Club Campestre,0.026246719,1,0
